Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
306,Alappuzha,Alappuzha,Beetroot,Other,FAQ,3800,4500,4200,24-Nov-23
307,Alappuzha,Alappuzha,Beetroot,Other,FAQ,3800,4500,4200,25-Oct-23
308,Alappuzha,Alappuzha,Beetroot,Other,FAQ,3800,4600,4200,31-Oct-23
309,Alappuzha,Alappuzha,Beetroot,Other,FAQ,3900,4400,4100,20-Oct-23
310,Alappuzha,Alappuzha,Beetroot,Other,FAQ,3900,4500,4200,11-Nov-23
311,Alappuzha,Alappuzha,Beetroot,Other,FAQ,3900,4500,4200,22-Oct-23
312,Alappuzha,Alappuzha,Beetroot,Other,FAQ,3900,4600,4200,19-Nov-23
313,Alappuzha,Alappuzha,Beetroot,Other,FAQ,3900,4600,4300,17-Nov-23
314,Alappuzha,Alappuzha,Beetroot,Other,FAQ,3900,4600,4300,27-Nov-23
315,Alappuzha,Alappuzha,Beetroot,Other,FAQ,3900,4700,4300,06-Apr-24
316,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4000,4500,4200,29-Sep-23
317,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4000,4700,4300,17-May-24
318,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4000,5000,4500,02-Aug-23
319,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4000,5000,4500,03-Sep-23
320,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4000,5000,4500,04-Sep-23
321,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4000,5000,4500,09-Sep-23
322,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4200,4600,4400,15-Oct-23
323,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4200,4800,4500,10-May-24
324,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4200,4900,4500,09-Feb-24
325,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4200,5000,4600,07-Dec-23
326,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4200,5000,4600,13-Dec-23
327,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4300,5000,4700,01-Jan-24
328,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4400,5200,4800,16-Nov-23
329,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4500,5200,4800,28-Mar-24
330,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4500,5200,4900,11-Apr-24
331,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4500,5500,5000,01-Sep-23
332,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4500,5500,5000,08-Sep-23
333,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4500,5500,5000,09-Aug-23
334,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4500,5500,5000,15-Sep-23
335,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4500,5500,5000,21-Aug-23
336,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4500,5500,5000,25-Sep-23
337,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4500,5500,5000,31-Aug-23
338,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4600,5200,5000,14-Nov-23
339,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4600,5300,4900,21-Dec-23
340,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4700,5300,5000,03-Apr-24
341,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4700,5300,5000,19-Apr-24
342,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4700,5400,5000,06-Feb-24
343,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4700,5400,5000,16-Feb-24
344,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4700,5500,5000,23-Mar-24
345,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4700,5500,5200,21-Jan-24
346,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4800,5500,5200,19-Mar-24
347,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4800,5600,5200,11-Oct-23
348,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4800,5600,5200,15-Nov-23
349,Alappuzha,Alappuzha,Beetroot,Other,FAQ,4900,5800,5400,05-Mar-24
350,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,5700,5300,02-Feb-24
351,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,5700,5300,04-Jan-24
352,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,5800,5400,13-Nov-23
353,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,5800,5400,22-Jan-24
354,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5000,11-Jul-23
355,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,02-Sep-23
356,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,03-Aug-23
357,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,07-Aug-23
358,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,08-Aug-23
359,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,09-Jul-23
360,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,18-Aug-23
361,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,18-Jul-23
362,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,19-Aug-23
363,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,19-Jul-23
364,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,20-Jul-23
365,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,21-Jul-23
366,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,22-Aug-23
367,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,22-Jul-23
368,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5000,6000,5500,29-Aug-23
369,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5100,5700,5400,21-Apr-24
370,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5200,5700,5500,15-Mar-24
371,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5200,6000,5600,30-Oct-23
372,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5300,5900,5600,30-May-24
373,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5300,6000,5600,08-Mar-24
374,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5300,6000,5600,27-Oct-23
375,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5300,6000,5600,29-Dec-23
376,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5300,6000,5700,01-Jun-24
377,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5400,6000,5700,26-Dec-23
378,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5400,6000,5700,28-Oct-23
379,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5400,6100,5700,01-Mar-24
380,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5400,6200,5700,03-Jun-24
381,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5400,6200,5800,29-Oct-23
382,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6000,5800,02-Jun-24
383,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6000,5800,10-Mar-24
384,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,5500,08-Jul-23
385,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,01-Aug-23
386,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,04-Aug-23
387,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,10-Jul-23
388,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,12-Aug-23
389,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,13-Aug-23
390,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,13-Jul-23
391,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,15-Jul-23
392,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,16-Aug-23
393,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,17-Jul-23
394,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,20-Aug-23
395,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,23-Jul-23
396,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,24-Jul-23
397,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,26-Aug-23
398,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5500,6500,6000,26-Jul-23
399,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5600,6200,5900,31-May-24
400,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5600,6300,6000,12-Feb-24
401,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5600,6300,6000,15-Feb-24
402,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5700,6300,6000,07-Jun-24
403,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5700,6300,6000,17-Jun-24
404,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5700,6300,6000,20-Mar-24
405,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5700,6300,6000,27-May-24
406,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5700,6400,6000,22-Mar-24
407,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5700,6400,6000,23-Feb-24
408,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5700,6500,6100,02-Mar-24
409,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5800,6400,6100,26-Mar-24
410,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5800,6500,6100,05-Feb-24
411,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5800,6500,6100,16-Mar-24
412,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5800,6500,6100,20-Feb-24
413,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5800,6500,6200,07-Mar-24
414,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5800,6500,6200,08-Jun-24
415,Alappuzha,Alappuzha,Beetroot,Other,FAQ,5800,6500,6200,14-Jun-24
416,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,6500,6300,22-May-24
417,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,6600,6300,04-Feb-24
418,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,6600,6300,13-Jun-24
419,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,6600,6300,29-Jun-24
420,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,6600,6300,30-Jun-24
421,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,6700,6300,03-Mar-24
422,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,6700,6300,10-Feb-24
423,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,6700,6300,22-Jun-24
424,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,6700,6300,28-Jan-24
425,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,6800,6400,02-Jan-24
426,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,6800,6400,26-Jan-24
427,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,7000,6500,16-Jul-23
428,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,7000,6500,25-Aug-23
429,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6000,7000,6500,28-Aug-23
430,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6100,6800,6500,23-May-24
431,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6200,6800,6500,09-Mar-24
432,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6200,6800,6500,13-Mar-24
433,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6200,6900,6500,30-Jan-24
434,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6300,7000,6600,22-Feb-24
435,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6500,7100,6800,08-Jul-24
436,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6500,7200,6800,20-Jan-24
437,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6700,7300,7000,01-Jul-24
438,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6700,7300,7000,28-Jun-24
439,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6700,7400,7000,24-Feb-24
440,Alappuzha,Alappuzha,Beetroot,Other,FAQ,6700,7400,7000,26-Feb-24
441,Alappuzha,Alappuzha,Beetroot,Other,FAQ,7000,7500,7300,20-Jun-24
442,Alappuzha,Alappuzha,Beetroot,Other,FAQ,7000,7600,7300,04-Jul-24
443,Alappuzha,Alappuzha,Beetroot,Other,FAQ,7000,7600,7300,24-Jun-24
444,Alappuzha,Alappuzha,Beetroot,Other,FAQ,7000,7600,7300,25-Jun-24
445,Alappuzha,Alappuzha,Beetroot,Other,FAQ,8100,8800,8400,24-Jan-24
446,Kollam,Anchal,Beetroot,Other,FAQ,3600,3800,3700,06-May-24
447,Kollam,Anchal,Beetroot,Other,FAQ,3700,3900,3800,18-Jan-24
448,Kollam,Anchal,Beetroot,Other,FAQ,3700,3900,3800,30-Oct-23
449,Kollam,Anchal,Beetroot,Other,FAQ,3800,4000,3900,07-Oct-23
450,Kollam,Anchal,Beetroot,Other,FAQ,3800,4000,3900,20-Dec-23
451,Kollam,Anchal,Beetroot,Other,FAQ,3800,4000,3900,21-May-24
452,Kollam,Anchal,Beetroot,Other,FAQ,3800,4000,3900,22-Apr-24
453,Kollam,Anchal,Beetroot,Other,FAQ,3800,4000,3900,22-Jan-24
454,Kollam,Anchal,Beetroot,Other,FAQ,3800,4000,3900,30-Dec-23
455,Kollam,Anchal,Beetroot,Other,FAQ,4000,4200,4100,15-Dec-23
456,Kollam,Anchal,Beetroot,Other,FAQ,4000,4200,4100,15-Nov-23
457,Kollam,Anchal,Beetroot,Other,FAQ,4000,4200,4100,20-Mar-24
458,Kollam,Anchal,Beetroot,Other,FAQ,4000,4200,4100,27-Jan-24
459,Kollam,Anchal,Beetroot,Other,FAQ,4200,4400,4300,08-Aug-23
460,Kollam,Anchal,Beetroot,Other,FAQ,4200,4400,4300,17-May-24
461,Kollam,Anchal,Beetroot,Other,FAQ,4200,4400,4300,19-Jul-23
462,Kollam,Anchal,Beetroot,Other,FAQ,4200,4400,4300,20-Nov-23
463,Kollam,Anchal,Beetroot,Other,FAQ,4200,4400,4300,20-Oct-23
464,Kollam,Anchal,Beetroot,Other,FAQ,4200,4400,4300,22-Jun-24
465,Kollam,Anchal,Beetroot,Other,FAQ,4200,4400,4300,26-Feb-24
466,Kollam,Anchal,Beetroot,Other,FAQ,4200,4400,4300,30-Nov-23
467,Kollam,Anchal,Beetroot,Other,FAQ,4300,4500,4400,14-Dec-23
468,Kollam,Anchal,Beetroot,Other,FAQ,4300,4500,4400,17-Apr-24
469,Kollam,Anchal,Beetroot,Other,FAQ,4400,4600,4500,04-Jun-24
470,Kollam,Anchal,Beetroot,Other,FAQ,4400,4600,4500,05-Jan-24
471,Kollam,Anchal,Beetroot,Other,FAQ,4400,4600,4500,12-Feb-24
472,Kollam,Anchal,Beetroot,Other,FAQ,4400,4600,4500,17-Nov-23
473,Kollam,Anchal,Beetroot,Other,FAQ,4400,4600,4500,20-Jan-24
474,Kollam,Anchal,Beetroot,Other,FAQ,4400,4600,4500,24-Apr-24
475,Kollam,Anchal,Beetroot,Other,FAQ,4400,4600,4500,29-Oct-23
476,Kollam,Anchal,Beetroot,Other,FAQ,4400,4600,4500,30-Aug-23
477,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,01-May-24
478,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,02-Mar-24
479,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,03-Jan-24
480,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,04-Jul-24
481,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,05-Aug-23
482,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,05-Mar-24
483,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,05-Oct-23
484,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,06-Aug-23
485,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,06-Dec-23
486,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,06-Oct-23
487,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,08-Jun-24
488,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,09-Dec-23
489,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,09-Jan-24
490,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,09-Nov-23
491,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,09-Oct-23
492,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,10-Jun-24
493,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,14-Nov-23
494,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,15-Feb-24
495,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,15-Jan-24
496,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,15-Jun-24
497,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,16-Feb-24
498,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,16-Nov-23
499,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,17-Dec-23
500,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,17-Feb-24
501,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,18-Feb-24
502,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,18-Mar-24
503,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,18-May-24
504,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,18-Nov-23
505,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,19-Nov-23
506,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,19-Oct-23
507,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,21-Jun-24
508,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,21-Oct-23
509,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,23-May-24
510,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,23-Nov-23
511,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,24-Jan-24
512,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,24-Oct-23
513,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,25-Jan-24
514,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,26-Dec-23
515,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,26-Jul-23
516,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,26-Sep-23
517,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,27-Apr-24
518,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,27-Aug-23
519,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,27-Oct-23
520,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,29-Dec-23
521,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,29-Sep-23
522,Kollam,Anchal,Beetroot,Other,FAQ,4500,4700,4600,30-Jan-24
523,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,01-Mar-24
524,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,02-Jul-24
525,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,03-Feb-24
526,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,07-Jun-24
527,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,07-May-24
528,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,09-May-24
529,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,10-Aug-23
530,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,11-Aug-23
531,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,13-Jan-24
532,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,16-Apr-24
533,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,18-Oct-23
534,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,20-May-24
535,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,23-Mar-24
536,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,26-Nov-23
537,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,28-Jun-24
538,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,31-Aug-23
539,Kollam,Anchal,Beetroot,Other,FAQ,4600,4800,4700,31-Dec-23
540,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,01-Dec-23
541,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,01-Jun-24
542,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,03-Jul-24
543,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,04-Nov-23
544,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,04-Oct-23
545,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,06-Jul-24
546,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,07-Feb-24
547,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,14-Jan-24
548,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,15-Apr-24
549,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,15-Mar-24
550,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,21-Nov-23
551,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,22-Aug-23
552,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,23-Dec-23
553,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,24-Mar-24
554,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,25-May-24
555,Kollam,Anchal,Beetroot,Other,FAQ,4700,4900,4800,28-Nov-23
556,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,03-Aug-23
557,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,06-Jun-24
558,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,12-Dec-23
559,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,13-Nov-23
560,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,14-Feb-24
561,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,14-Jul-23
562,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,15-Jul-23
563,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,20-Jul-23
564,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,21-Aug-23
565,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,26-Aug-23
566,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,27-Jun-24
567,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,27-May-24
568,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,28-Dec-23
569,Kollam,Anchal,Beetroot,Other,FAQ,4800,5000,4900,28-Jul-23
570,Kollam,Anchal,Beetroot,Other,FAQ,5000,5200,5100,02-Jan-24
571,Kollam,Anchal,Beetroot,Other,FAQ,5000,5200,5100,29-Nov-23
572,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,02-Dec-23
573,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,03-Nov-23
574,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,09-Aug-23
575,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,10-Feb-24
576,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,10-Jan-24
577,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,12-Aug-23
578,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,13-Aug-23
579,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,13-Oct-23
580,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,14-Jun-24
581,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,17-Aug-23
582,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,19-Sep-23
583,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,21-Sep-23
584,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,23-Oct-23
585,Kollam,Anchal,Beetroot,Other,FAQ,5200,5400,5300,28-May-24
586,Kollam,Anchal,Beetroot,Other,FAQ,5300,5500,5400,04-Sep-23
587,Kollam,Anchal,Beetroot,Other,FAQ,5300,5500,5400,06-Feb-24
588,Kollam,Anchal,Beetroot,Other,FAQ,5300,5500,5400,12-Oct-23
589,Kollam,Anchal,Beetroot,Other,FAQ,5300,5500,5400,15-May-24
590,Kollam,Anchal,Beetroot,Other,FAQ,5300,5500,5400,18-Jul-23
591,Kollam,Anchal,Beetroot,Other,FAQ,5300,5500,5400,19-Dec-23
592,Kollam,Anchal,Beetroot,Other,FAQ,5300,5500,5400,23-Aug-23
593,Kollam,Anchal,Beetroot,Other,FAQ,5400,5600,5500,07-Jul-24
594,Kollam,Anchal,Beetroot,Other,FAQ,5400,5600,5500,08-Dec-23
595,Kollam,Anchal,Beetroot,Other,FAQ,5400,5600,5500,10-Nov-23
596,Kollam,Anchal,Beetroot,Other,FAQ,5400,5600,5500,11-Apr-24
597,Kollam,Anchal,Beetroot,Other,FAQ,5400,5600,5500,11-Dec-23
598,Kollam,Anchal,Beetroot,Other,FAQ,5400,5600,5500,17-Mar-24
599,Kollam,Anchal,Beetroot,Other,FAQ,5400,5600,5500,18-Apr-24
600,Kollam,Anchal,Beetroot,Other,FAQ,5400,5600,5500,19-Jan-24
601,Kollam,Anchal,Beetroot,Other,FAQ,5400,5600,5500,22-Dec-23
602,Kollam,Anchal,Beetroot,Other,FAQ,5400,5600,5500,22-Nov-23
603,Kollam,Anchal,Beetroot,Other,FAQ,5400,5600,5500,24-Feb-24
604,Kollam,Anchal,Beetroot,Other,FAQ,5400,5600,5500,25-Mar-24
605,Kollam,Anchal,Beetroot,Other,FAQ,5500,5700,5600,01-Aug-23
606,Kollam,Anchal,Beetroot,Other,FAQ,5500,5700,5600,01-Feb-24
607,Kollam,Anchal,Beetroot,Other,FAQ,5500,5700,5600,02-Aug-23
608,Kollam,Anchal,Beetroot,Other,FAQ,5500,5700,5600,02-Nov-23
609,Kollam,Anchal,Beetroot,Other,FAQ,5500,5700,5600,02-Sep-23
610,Kollam,Anchal,Beetroot,Other,FAQ,5500,5700,5600,04-Aug-23
611,Kollam,Anchal,Beetroot,Other,FAQ,5500,5700,5600,04-Jan-24
612,Kollam,Anchal,Beetroot,Other,FAQ,5500,5700,5600,05-Dec-23
613,Kollam,Anchal,Beetroot,Other,FAQ,5500,5700,5600,06-Jan-24
614,Kollam,Anchal,Beetroot,Other,FAQ,5500,5700,5600,06-Nov-23
615,Kollam,Anchal,Beetroot,Other,FAQ,5500,5700,5600,06-Sep-23
616,Kollam,Anchal,Beetroot,Other,FAQ,5500,5700,5600,07-Dec-23
